tournament_year,matchup,round_name,team,player,time_minute,player_x,player_y,xg,shot_type,situation,body_part,is_goal
2018,Argentina vs Croatia,,Croatia,Ivan Rakitić,90,21.4,50.3,,save,fast-break,right-foot,false
2018,Argentina vs Croatia,,Croatia,Luka Modrić,80,23.6,59.3,,goal,assisted,right-foot,true
2018,Argentina vs Croatia,,Croatia,Mario Mandžukić,33,4,42.9,,miss,assisted,head,false
2018,Argentina vs Croatia,,Croatia,Ante Rebić,45,20.4,42.3,,miss,assisted,right-foot,false
2018,Argentina vs Croatia,,Argentina,Sergio Agüero,53,9.8,32.6,,save,assisted,left-foot,false
2018,Argentina vs Croatia,,Argentina,Maxi Meza,64,7,41.5,,save,assisted,left-foot,false
2018,Argentina vs Croatia,,Argentina,Gonzalo Higuaín,84,19.2,29.3,,save,regular,right-foot,false
2018,Argentina vs Croatia,,Croatia,Ivan Rakitić,90,7.5,52.4,,goal,fast-break,right-foot,true
2018,Argentina vs Croatia,,Argentina,Marcos Acuña,49,21.9,31.2,,block,set-piece,left-foot,false
2018,Argentina vs Croatia,,Argentina,Nicolás Otamendi,64,11.4,52.4,,miss,corner,head,false
2018,Argentina vs Croatia,,Croatia,Mario Mandžukić,66,4.5,58.2,,miss,assisted,right-foot,false
2018,Argentina vs Croatia,,Argentina,Paulo Dybala,71,12.4,75.2,,miss,regular,left-foot,false
2018,Argentina vs Croatia,,Croatia,Mario Mandžukić,89,19.7,62.7,,block,assisted,left-foot,false
2018,Argentina vs Croatia,,Argentina,Maxi Meza,90,12.5,38.6,,block,assisted,left-foot,false
2018,Argentina vs Croatia,,Argentina,Maxi Meza,13,14.5,52.4,,block,regular,right-foot,false
2018,Argentina vs Croatia,,Croatia,Luka Modrić,89,25.4,68.8,,miss,regular,right-foot,false
2018,Argentina vs Croatia,,Croatia,Ante Rebić,53,11.4,38.2,,goal,regular,right-foot,true
2018,Argentina vs Croatia,,Croatia,Ivan Perišić,5,10.7,31.6,,save,assisted,left-foot,false
2018,Argentina vs Croatia,,Croatia,Ivan Rakitić,86,25.9,47.8,,post,free-kick,right-foot,false
2018,Argentina vs Croatia,,Croatia,Ivan Rakitić,80,16.5,32.8,,block,assisted,right-foot,false
2018,Argentina vs Croatia,,Croatia,Marcelo Brozovic,21,27.5,48,,block,assisted,right-foot,false
2018,Argentina vs Croatia,,Argentina,Enzo Pérez,30,14.2,41,,miss,regular,left-foot,false
2018,Argentina vs Croatia,,Argentina,Lionel Messi,64,2.1,42.9,,block,assisted,left-foot,false
2018,Argentina vs Croatia,,Croatia,Mateo Kovačić,86,15.8,43.3,,miss,set-piece,head,false
2018,Argentina vs Iceland,,Argentina,Eduardo Salvio,70,20.4,67.8,,block,assisted,left-foot,false
2018,Argentina vs Iceland,,Argentina,Lionel Messi,64,15,69.7,,block,corner,left-foot,false
2018,Argentina vs Iceland,,Argentina,Marcos Rojo,4,9.4,50.5,,miss,set-piece,head,false
2018,Argentina vs Iceland,,Iceland,Jóhann Guðmundsson,9,20.4,69.3,,block,assisted,left-foot,false
2018,Argentina vs Iceland,,Argentina,Sergio Agüero,19,13.4,41.5,,goal,regular,left-foot,true
2018,Argentina vs Iceland,,Argentina,Nicolás Otamendi,48,9.4,51.5,,miss,corner,head,false
2018,Argentina vs Iceland,,Argentina,Javier Mascherano,88,24.4,65.3,,save,assisted,right-foot,false
2018,Argentina vs Iceland,,Argentina,Lionel Messi,90,27.5,40,,block,free-kick,left-foot,false
2018,Argentina vs Iceland,,Argentina,Sergio Agüero,57,11.7,64.5,,block,corner,right-foot,false
2018,Argentina vs Iceland,,Iceland,Alfreð Finnbogason,23,7.3,46.6,,goal,regular,right-foot,true
2018,Argentina vs Iceland,,Argentina,Nicolás Otamendi,13,30.1,63.5,,miss,assisted,right-foot,false
2018,Argentina vs Iceland,,Iceland,Alfreð Finnbogason,9,6.7,71.9,,miss,assisted,right-foot,false
2018,Argentina vs Iceland,,Argentina,Lionel Messi,66,27.9,68.6,,miss,free-kick,left-foot,false
2018,Argentina vs Iceland,,Argentina,Lucas Biglia,42,8.1,65.3,,miss,corner,head,false
2018,Argentina vs Iceland,,Argentina,Éver Banega,71,21.3,25,,save,assisted,right-foot,false
2018,Argentina vs Iceland,,Iceland,Gylfi Sigurðsson,45,6.5,30.5,,save,regular,right-foot,false
2018,Argentina vs Iceland,,Argentina,Lionel Messi,39,6.5,27.4,,block,assisted,left-foot,false
2018,Argentina vs Iceland,,Argentina,Éver Banega,59,19.4,47.3,,block,assisted,left-foot,false
2018,Argentina vs Iceland,,Argentina,Lionel Messi,73,29.2,66,,block,free-kick,left-foot,false
2018,Argentina vs Iceland,,Argentina,Lionel Messi,84,23.3,48.4,,block,assisted,left-foot,false
2018,Argentina vs Iceland,,Iceland,Gylfi Sigurðsson,45,17.9,36.9,,miss,set-piece,right-foot,false
2018,Argentina vs Iceland,,Argentina,Lionel Messi,90,14.1,66.9,,miss,assisted,right-foot,false
2018,Argentina vs Iceland,,Argentina,Lionel Messi,17,21.1,64.7,,save,assisted,left-foot,false
2018,Argentina vs Iceland,,Iceland,Birkir Bjarnason,10,11.2,44.3,,miss,regular,right-foot,false
2018,Argentina vs Iceland,,Argentina,Nicolás Otamendi,28,11.4,46.4,,save,corner,head,false
2018,Argentina vs Iceland,,Iceland,Hörður Magnússon,23,10.1,25.5,,miss,assisted,left-foot,false
2018,Argentina vs Iceland,,Argentina,Lionel Messi,21,22.9,31.6,,save,regular,left-foot,false
2018,Argentina vs Iceland,,Argentina,Nicolás Tagliafico,8,13.8,56.9,,miss,set-piece,head,false
2018,Argentina vs Iceland,,Argentina,Sergio Agüero,56,9.4,61.4,,block,regular,right-foot,false
2018,Argentina vs Iceland,,Argentina,Lionel Messi,64,11.5,50,,save,penalty,left-foot,false
2018,Argentina vs Iceland,,Argentina,Lucas Biglia,33,25.8,39.8,,miss,assisted,right-foot,false
2018,Argentina vs Iceland,,Argentina,Cristian Pavon,83,21.9,28.7,,block,assisted,right-foot,false
2018,Argentina vs Iceland,,Argentina,Marcos Rojo,19,25.4,26.4,,miss,assisted,left-foot,false
2018,Argentina vs Iceland,,Argentina,Lionel Messi,81,24.1,48.9,,miss,assisted,left-foot,false
2018,Argentina vs Iceland,,Iceland,Gylfi Sigurðsson,1,24.6,66.2,,miss,assisted,left-foot,false
2018,Australia vs Peru,,Australia,Tom Rogić,12,20.9,59.4,,block,assisted,left-foot,false
2018,Australia vs Peru,,Peru,Paolo Guerrero,50,7.8,40,,goal,regular,left-foot,true
2018,Australia vs Peru,,Peru,Andre Carrillo,18,12.2,66,,goal,assisted,right-foot,true
2018,Australia vs Peru,,Australia,Mathew Leckie,21,8.4,51.3,,miss,assisted,head,false
2018,Australia vs Peru,,Australia,Aaron Mooy,55,24.5,74.4,,block,free-kick,right-foot,false
2018,Australia vs Peru,,Australia,Tim Cahill,60,9,42.1,,block,corner,right-foot,false
2018,Australia vs Peru,,Australia,Daniel Arzani,67,23.6,37.5,,miss,regular,right-foot,false
2018,Australia vs Peru,,Australia,Trent Sainsbury,40,4.3,48.5,,miss,set-piece,head,false
2018,Australia vs Peru,,Australia,Mile Jedinak,5,22.2,69.1,,miss,regular,right-foot,false
2018,Australia vs Peru,,Australia,Mile Jedinak,52,7.3,56.3,,save,corner,head,false
2018,Australia vs Peru,,Peru,Paolo Guerrero,25,11,43.3,,save,set-piece,head,false
2018,Australia vs Peru,,Australia,Mile Jedinak,83,27.3,43.6,,miss,free-kick,right-foot,false
2018,Australia vs Peru,,Australia,Tim Cahill,59,7.8,59.6,,miss,corner,head,false
2018,Australia vs Peru,,Peru,Yoshimar Yotún,33,29.4,36.6,,miss,assisted,left-foot,false
2018,Australia vs Peru,,Australia,Mile Jedinak,59,7.4,42.5,,miss,throw-in-set-piece,head,false
2018,Australia vs Peru,,Australia,Aziz Behich,59,12.1,43.5,,block,corner,left-foot,false
2018,Australia vs Peru,,Australia,Tom Rogić,27,12.7,48.7,,save,assisted,left-foot,false
2018,Australia vs Peru,,Australia,Mathew Leckie,66,11,59,,block,set-piece,right-foot,false
2018,Belgium vs England,Match for 3rd place,Belgium,Thomas Meunier,4,7.4,48.9,,goal,assisted,right-foot,true
2018,Belgium vs England,Match for 3rd place,Belgium,Kevin De Bruyne,45,14.4,61.4,,block,assisted,right-foot,false
2018,Belgium vs England,Match for 3rd place,Belgium,Dries Mertens,76,14.8,35.1,,miss,fast-break,right-foot,false
2018,Belgium vs England,Match for 3rd place,England,Fabian Delph,14,26.4,38,,save,assisted,right-foot,false
2018,Belgium vs England,Match for 3rd place,Belgium,Kevin De Bruyne,85,13.1,35.5,,block,fast-break,right-foot,false
2018,Belgium vs England,Match for 3rd place,England,Harry Kane,23,14.8,50.1,,miss,assisted,right-foot,false
2018,Belgium vs England,Match for 3rd place,England,Eric Dier,69,24.4,65.5,,save,assisted,right-foot,false
2018,Belgium vs England,Match for 3rd place,Belgium,Eden Hazard,82,10.5,41.2,,goal,assisted,right-foot,true
2018,Belgium vs England,Match for 3rd place,England,Raheem Sterling,24,22.6,35.5,,miss,assisted,right-foot,false
2018,Belgium vs England,Match for 3rd place,Belgium,Kevin De Bruyne,12,11.8,35.1,,save,regular,right-foot,false
2018,Belgium vs England,Match for 3rd place,Belgium,Youri Tielemans,35,21.6,53.6,,miss,corner,right-foot,false
2018,Belgium vs England,Match for 3rd place,England,Harry Kane,66,19.7,59.2,,miss,corner,right-foot,false
2018,Belgium vs England,Match for 3rd place,England,Jesse Lingard,56,9.3,72.6,,block,assisted,right-foot,false
2018,Belgium vs England,Match for 3rd place,England,Marcus Rashford,80,23.1,30.5,,save,assisted,right-foot,false
2018,Belgium vs England,Match for 3rd place,England,Harry Maguire,74,10.3,44.2,,miss,set-piece,head,false
2018,Belgium vs England,Match for 3rd place,Belgium,Toby Alderweireld,35,8.1,39.8,,miss,corner,right-foot,false
2018,Belgium vs England,Match for 3rd place,Belgium,Thomas Meunier,80,11.7,66.8,,save,assisted,right-foot,false
2018,Belgium vs England,Match for 3rd place,England,Raheem Sterling,11,19.2,67.8,,block,assisted,left-foot,false
2018,Belgium vs England,Match for 3rd place,England,Ruben Loftus-Cheek,15,11,55.3,,save,assisted,head,false
2018,Belgium vs England,Match for 3rd place,England,Jesse Lingard,54,10.8,71.8,,miss,throw-in-set-piece,right-foot,false
2018,Belgium vs England,Match for 3rd place,Belgium,Youri Tielemans,30,23.5,49.3,,block,assisted,right-foot,false
2018,Belgium vs England,Match for 3rd place,England,Harry Maguire,20,10.3,45.4,,save,corner,head,false
2018,Belgium vs England,Match for 3rd place,England,Eric Dier,70,7.4,66.8,,save,assisted,right-foot,false
2018,Belgium vs England,Match for 3rd place,England,Eric Dier,73,9.6,54.6,,miss,assisted,head,false
2018,Belgium vs England,Match for 3rd place,Belgium,Romelu Lukaku,45,14.5,37.7,,block,fast-break,left-foot,false
2018,Belgium vs England,Match for 3rd place,England,Harry Maguire,70,10.5,47.5,,miss,corner,head,false
2018,Belgium vs England,Match for 3rd place,Belgium,Eden Hazard,34,12.4,63.1,,block,assisted,right-foot,false
2018,Belgium vs Japan,Round of 16,Belgium,Romelu Lukaku,68,7.8,55.3,,block,assisted,right-foot,false
2018,Belgium vs Japan,Round of 16,Japan,Keisuke Honda,90,30.9,51.1,,save,free-kick,left-foot,false
2018,Belgium vs Japan,Round of 16,Belgium,Yannick Carrasco,57,18.9,30.1,,miss,assisted,right-foot,false
2018,Belgium vs Japan,Round of 16,Japan,Genki Haraguchi,48,9.7,68.1,,goal,fast-break,right-foot,true
2018,Belgium vs Japan,Round of 16,Belgium,Axel Witsel,16,24,42.8,,block,assisted,left-foot,false
2018,Belgium vs Japan,Round of 16,Belgium,Thomas Meunier,66,19.8,69.7,,miss,assisted,right-foot,false
2018,Belgium vs Japan,Round of 16,Belgium,Eden Hazard,49,15.3,54.2,,post,assisted,right-foot,false
2018,Belgium vs Japan,Round of 16,Belgium,Eden Hazard,36,14.1,39.8,,block,assisted,right-foot,false
2018,Belgium vs Japan,Round of 16,Belgium,Nacer Chadli,90,9.6,44.5,,goal,fast-break,left-foot,true
2018,Belgium vs Japan,Round of 16,Belgium,Romelu Lukaku,21,19.2,61,,block,assisted,right-foot,false
2018,Belgium vs Japan,Round of 16,Japan,Shinji Kagawa,1,22.4,58.1,,miss,regular,left-foot,false
2018,Belgium vs Japan,Round of 16,Belgium,Jan Vertonghen,87,23.2,27,,save,assisted,left-foot,false
2018,Belgium vs Japan,Round of 16,Japan,Gaku Shibasaki,59,11.2,53.4,,miss,assisted,head,false
2018,Belgium vs Japan,Round of 16,Belgium,Kevin De Bruyne,27,17.9,55.9,,miss,assisted,right-foot,false
2018,Belgium vs Japan,Round of 16,Belgium,Romelu Lukaku,86,6.9,53,,save,assisted,head,false
2018,Belgium vs Japan,Round of 16,Belgium,Jan Vertonghen,69,5.5,25.9,,goal,corner,head,true
2018,Belgium vs Japan,Round of 16,Belgium,Thomas Meunier,86,31.5,50.5,,miss,corner,right-foot,false
2018,Belgium vs Japan,Round of 16,Japan,Takashi Inui,75,10.3,37.1,,block,assisted,right-foot,false
2018,Belgium vs Japan,Round of 16,Japan,Takashi Inui,31,8.7,54.4,,save,assisted,head,false
2018,Belgium vs Japan,Round of 16,Japan,Yuto Nagatomo,44,12.2,25,,block,assisted,right-foot,false
2018,Belgium vs Japan,Round of 16,Japan,Takashi Inui,52,23.6,41.5,,goal,assisted,right-foot,true
2018,Belgium vs Japan,Round of 16,Japan,Gen Shoji,10,35.5,46,,miss,regular,right-foot,false
2018,Belgium vs Japan,Round of 16,Belgium,Romelu Lukaku,62,4,55.3,,miss,assisted,head,false
2018,Belgium vs Japan,Round of 16,Belgium,Nacer Chadli,86,7.5,43.5,,save,assisted,head,false
2018,Belgium vs Japan,Round of 16,Belgium,Vincent Kompany,18,11,60.5,,block,corner,head,false
2018,Belgium vs Japan,Round of 16,Belgium,Dries Mertens,45,23.2,33.4,,save,assisted,right-foot,false
2018,Belgium vs Japan,Round of 16,Belgium,Eden Hazard,27,16.9,29.3,,save,regular,left-foot,false
2018,Belgium vs Japan,Round of 16,Belgium,Romelu Lukaku,17,12.9,52.1,,block,regular,left-foot,false
2018,Belgium vs Japan,Round of 16,Japan,Genki Haraguchi,64,9.3,59,,miss,regular,right-foot,false
2018,Belgium vs Japan,Round of 16,Belgium,Marouane Fellaini,74,6.7,48.9,,goal,corner,head,true
2018,Belgium vs Japan,Round of 16,Belgium,Romelu Lukaku,78,7.3,54.6,,miss,regular,head,false
2018,Belgium vs Japan,Round of 16,Belgium,Vincent Kompany,18,7.5,60.8,,miss,corner,right-foot,false
2018,Belgium vs Japan,Round of 16,Japan,Keisuke Honda,84,6.8,35.5,,block,assisted,left-foot,false
2018,Belgium vs Japan,Round of 16,Belgium,Axel Witsel,36,23.6,59.4,,miss,assisted,right-foot,false
2018,Belgium vs Japan,Round of 16,Belgium,Kevin De Bruyne,73,18.2,54,,block,assisted,right-foot,false
2018,Belgium vs Panama,,Panama,Fidel Escobar,89,22.2,26.6,,save,free-kick,right-foot,false
2018,Belgium vs Panama,,Belgium,Dries Mertens,40,17.8,64.7,,miss,set-piece,right-foot,false
2018,Belgium vs Panama,,Belgium,Dries Mertens,7,14.7,68,,save,assisted,right-foot,false
2018,Belgium vs Panama,,Panama,Yoel Bárcenas,4,24.8,58.1,,miss,set-piece,left-foot,false
2018,Belgium vs Panama,,Belgium,Dries Mertens,18,9.8,70.5,,miss,corner,right-foot,false
2018,Belgium vs Panama,,Belgium,Eden Hazard,38,11.1,68,,save,assisted,right-foot,false
2018,Belgium vs Panama,,Belgium,Yannick Carrasco,6,13.8,29.7,,save,assisted,right-foot,false
2018,Belgium vs Panama,,Belgium,Kevin De Bruyne,65,25.1,45.8,,block,free-kick,right-foot,false
2018,Belgium vs Panama,,Belgium,Romelu Lukaku,75,10.8,32.2,,goal,fast-break,left-foot,true
2018,Belgium vs Panama,,Belgium,Romelu Lukaku,1,7.6,43.6,,miss,assisted,left-foot,false
2018,Belgium vs Panama,,Belgium,Eden Hazard,12,1.7,35.3,,miss,regular,left-foot,false
2018,Belgium vs Panama,,Panama,Amir Murillo,54,9.1,63.7,,save,assisted,right-foot,false
2018,Belgium vs Panama,,Belgium,Romelu Lukaku,69,6.5,50.7,,goal,assisted,head,true
2018,Belgium vs Panama,,Belgium,Kevin De Bruyne,22,20.1,28.3,,miss,corner,right-foot,false
2018,Belgium vs Panama,,Belgium,Eden Hazard,83,23.1,33.2,,block,free-kick,right-foot,false
2018,Belgium vs Panama,,Belgium,Kevin De Bruyne,52,22.4,29.1,,miss,free-kick,right-foot,false
2018,Belgium vs Panama,,Panama,Róman Torres,55,11.8,51.8,,miss,corner,head,false
2018,Belgium vs Panama,,Belgium,Eden Hazard,26,15.4,70.1,,miss,assisted,right-foot,false
2018,Belgium vs Panama,,Panama,Armando Cooper,42,25.9,63.3,,miss,assisted,right-foot,false
2018,Belgium vs Panama,,Panama,Róman Torres,39,16.7,46.4,,block,corner,right-foot,false
2018,Belgium vs Panama,,Panama,Yoel Bárcenas,58,20.1,40.8,,miss,assisted,right-foot,false
2018,Belgium vs Panama,,Belgium,Dries Mertens,47,13.1,72.9,,goal,regular,right-foot,true
2018,Belgium vs Tunisia,,Tunisia,Ferjani Sassi,56,26.5,68,,miss,assisted,right-foot,false
2018,Belgium vs Tunisia,,Belgium,Thomas Meunier,80,10.7,72.4,,miss,regular,right-foot,false
2018,Belgium vs Tunisia,,Belgium,Michy Batshuayi,81,7.2,47.9,,save,assisted,left-foot,false
2018,Belgium vs Tunisia,,Belgium,Michy Batshuayi,90,18.1,45.8,,miss,assisted,left-foot,false
2018,Belgium vs Tunisia,,Tunisia,Anice Badri,61,12.5,54.3,,block,assisted,right-foot,false
2018,Belgium vs Tunisia,,Tunisia,Anice Badri,50,19.8,28.5,,save,assisted,left-foot,false
2018,Belgium vs Tunisia,,Tunisia,Dylan Bronn,18,8.7,47.6,,goal,set-piece,head,true
2018,Belgium vs Tunisia,,Belgium,Eden Hazard,64,23.8,37.4,,miss,assisted,right-foot,false
2018,Belgium vs Tunisia,,Belgium,Axel Witsel,28,19.4,46,,block,assisted,left-foot,false
2018,Belgium vs Tunisia,,Belgium,Eden Hazard,6,11.5,50,,goal,penalty,right-foot,true
2018,Belgium vs Tunisia,,Belgium,Axel Witsel,12,11.2,29.1,,block,assisted,right-foot,false
2018,Belgium vs Tunisia,,Tunisia,Wahbi Khazri,33,25.5,34.9,,save,assisted,right-foot,false
2018,Belgium vs Tunisia,,Belgium,Romelu Lukaku,45,7.7,60.2,,goal,assisted,right-foot,true
2018,Belgium vs Tunisia,,Tunisia,Wahbi Khazri,30,14.5,89.3,,miss,assisted,right-foot,false
2018,Belgium vs Tunisia,,Belgium,Yannick Carrasco,15,19.9,25.2,,save,assisted,right-foot,false
2018,Belgium vs Tunisia,,Tunisia,Fakhreddine Ben Youssef,39,23.4,43.7,,miss,assisted,right-foot,false
2018,Belgium vs Tunisia,,Belgium,Michy Batshuayi,81,7.7,68,,block,regular,left-foot,false
2018,Belgium vs Tunisia,,Tunisia,Fakhreddine Ben Youssef,54,9.9,49.7,,miss,assisted,head,false
2018,Belgium vs Tunisia,,Belgium,Romelu Lukaku,16,14.1,41.2,,goal,fast-break,left-foot,true
2018,Belgium vs Tunisia,,Belgium,Yannick Carrasco,19,11.9,39.8,,save,assisted,right-foot,false
2018,Belgium vs Tunisia,,Belgium,Axel Witsel,82,24.8,73.5,,miss,corner,right-foot,false
2018,Belgium vs Tunisia,,Belgium,Thomas Meunier,3,20.2,62.4,,save,assisted,left-foot,false
2018,Belgium vs Tunisia,,Tunisia,Anice Badri,67,21.1,41.3,,save,assisted,left-foot,false
2018,Belgium vs Tunisia,,Tunisia,Saif-Eddine Khaoui,42,3.8,29.8,,block,assisted,left-foot,false
2018,Belgium vs Tunisia,,Tunisia,Wahbi Khazri,66,19.8,20.1,,miss,corner,right-foot,false
2018,Belgium vs Tunisia,,Tunisia,Wahbi Khazri,90,48.7,51.3,,miss,assisted,right-foot,false
2018,Belgium vs Tunisia,,Belgium,Michy Batshuayi,76,5.6,34.9,,save,assisted,left-foot,false
2018,Belgium vs Tunisia,,Belgium,Michy Batshuayi,90,7.3,43.5,,goal,assisted,left-foot,true
2018,Belgium vs Tunisia,,Tunisia,Wahbi Khazri,90,8.8,55.3,,goal,assisted,right-foot,true
2018,Belgium vs Tunisia,,Belgium,Toby Alderweireld,21,19.4,69.9,,miss,regular,right-foot,false
2018,Belgium vs Tunisia,,Belgium,Yannick Carrasco,61,18.8,33.3,,miss,assisted,right-foot,false
2018,Belgium vs Tunisia,,Belgium,Toby Alderweireld,47,4.4,59,,miss,corner,right-foot,false
2018,Belgium vs Tunisia,,Tunisia,Saif-Eddine Khaoui,70,24.9,51.3,,miss,set-piece,left-foot,false
2018,Belgium vs Tunisia,,Tunisia,Ferjani Sassi,31,18.5,51.6,,miss,regular,right-foot,false
2018,Belgium vs Tunisia,,Belgium,Yannick Carrasco,79,14.9,31.3,,save,assisted,right-foot,false
2018,Belgium vs Tunisia,,Tunisia,Naïm Sliti,66,18.1,55.8,,block,corner,right-foot,false
2018,Belgium vs Tunisia,,Belgium,Eden Hazard,13,7.6,54.5,,save,assisted,left-foot,false
2018,Belgium vs Tunisia,,Belgium,Michy Batshuayi,80,5.1,48,,post,regular,left-foot,false
2018,Belgium vs Tunisia,,Belgium,Eden Hazard,51,11.7,46.2,,goal,assisted,left-foot,true
2018,Brazil vs Belgium,Quarterfinals,Belgium,Eden Hazard,8,12,36.7,,block,assisted,right-foot,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Philippe Coutinho,52,21.5,34.7,,block,assisted,right-foot,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Marcelo,26,19.9,25.6,,save,assisted,left-foot,false
2018,Brazil vs Belgium,Quarterfinals,Belgium,Kevin De Bruyne,41,21.4,24.6,,save,free-kick,right-foot,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Philippe Coutinho,64,21.8,45.2,,block,assisted,right-foot,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Douglas Costa,75,9.4,70.3,,save,assisted,right-foot,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Paulinho,10,10,45.8,,block,corner,right-foot,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Thiago Silva,8,3.6,47,,post,corner,right-foot,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Neymar,90,20,47.9,,save,assisted,right-foot,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Neymar,30,24.2,29.1,,block,corner,right-foot,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Neymar,75,11,58.3,,block,regular,right-foot,false
2018,Brazil vs Belgium,Quarterfinals,Belgium,Kevin De Bruyne,31,17.7,67.6,,goal,assisted,right-foot,true
2018,Brazil vs Belgium,Quarterfinals,Brazil,Marcelo,60,12.5,26.6,,block,assisted,left-foot,false
2018,Brazil vs Belgium,Quarterfinals,Belgium,Marouane Fellaini,13,19.3,47,,block,assisted,right-foot,false
2018,Brazil vs Belgium,Quarterfinals,Belgium,Nacer Chadli,8,24.9,29.7,,miss,regular,right-foot,false
2018,Brazil vs Belgium,Quarterfinals,Belgium,Eden Hazard,62,12,30.5,,miss,fast-break,left-foot,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Douglas Costa,70,25.2,66.6,,block,assisted,left-foot,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Roberto Firmino,51,4.4,42.9,,miss,assisted,right-foot,false
2018,Brazil vs Belgium,Quarterfinals,Belgium,Vincent Kompany,13,3.6,37.1,,miss,corner,head,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Philippe Coutinho,37,22.4,28.5,,save,corner,right-foot,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Philippe Coutinho,84,11.7,41.3,,miss,assisted,right-foot,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Fernandinho,30,16.2,53.2,,block,corner,right-foot,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Roberto Firmino,78,8,40,,miss,assisted,left-foot,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Douglas Costa,71,24.4,71.7,,save,assisted,left-foot,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Gabriel Jesus,36,10.4,54.6,,miss,assisted,head,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Paulinho,10,9,59.8,,block,assisted,right-foot,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Renato Augusto,76,10.6,52.5,,goal,assisted,head,true
2018,Brazil vs Belgium,Quarterfinals,Brazil,Douglas Costa,62,7.7,70.3,,save,assisted,right-foot,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Gabriel Jesus,15,3.1,46.2,,block,assisted,left-foot,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Renato Augusto,81,18.7,49.7,,miss,assisted,right-foot,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Philippe Coutinho,19,24.6,39.6,,save,assisted,right-foot,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Paulinho,55,4,61,,save,assisted,right-foot,false
2018,Brazil vs Belgium,Quarterfinals,Belgium,Fernandinho,13,3.1,42.3,,goal,corner,other,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Roberto Firmino,90,8.8,51.5,,miss,corner,head,false
2018,Brazil vs Belgium,Quarterfinals,Belgium,Kevin De Bruyne,2,25.2,53,,miss,regular,right-foot,false
2018,Brazil vs Belgium,Quarterfinals,Belgium,Vincent Kompany,42,4.8,38.8,,save,corner,right-foot,false
2018,Brazil vs Belgium,Quarterfinals,Brazil,Philippe Coutinho,90,23.8,44.3,,block,assisted,right-foot,false
2018,Brazil vs Costa Rica,,Brazil,Philippe Coutinho,85,26.4,33.2,,save,assisted,right-foot,false
2018,Brazil vs Costa Rica,,Brazil,Neymar,64,20,30.6,,save,assisted,left-foot,false
2018,Brazil vs Costa Rica,,Brazil,Willian,34,19.4,65.3,,miss,assisted,left-foot,false
2018,Brazil vs Costa Rica,,Brazil,Marcelo,26,21.8,26.6,,miss,regular,left-foot,false
2018,Brazil vs Costa Rica,,Brazil,Philippe Coutinho,3,20.9,64.1,,miss,regular,right-foot,false
2018,Brazil vs Costa Rica,,Brazil,Philippe Coutinho,30,26.2,30.3,,miss,assisted,right-foot,false
2018,Brazil vs Costa Rica,,Brazil,Philippe Coutinho,90,9,47.2,,goal,assisted,right-foot,true
2018,Brazil vs Costa Rica,,Costa Rica,Cristian Gamboa,7,27.5,72.1,,miss,regular,right-foot,false
2018,Brazil vs Costa Rica,,Brazil,Thiago Silva,70,11.5,53,,miss,corner,other,false
2018,Brazil vs Costa Rica,,Brazil,Neymar,72,20.8,49.7,,miss,regular,right-foot,false
2018,Brazil vs Costa Rica,,Brazil,Marcelo,41,21.5,28.5,,save,assisted,right-foot,false
2018,Brazil vs Costa Rica,,Brazil,Philippe Coutinho,50,14.4,49.7,,save,assisted,right-foot,false
2018,Brazil vs Costa Rica,,Brazil,Casemiro,70,9.3,49,,save,corner,head,false
2018,Brazil vs Costa Rica,,Brazil,Gabriel Jesus,61,12.5,34.9,,block,assisted,right-foot,false
2018,Brazil vs Costa Rica,,Brazil,Casemiro,87,23.3,56,,save,assisted,right-foot,false
2018,Brazil vs Costa Rica,,Brazil,Gabriel Jesus,49,7.8,49.5,,post,assisted,head,false
2018,Brazil vs Costa Rica,,Brazil,Roberto Firmino,90,8.8,38.4,,miss,assisted,right-foot,false
2018,Brazil vs Costa Rica,,Brazil,Philippe Coutinho,58,16,58.1,,save,assisted,right-foot,false
2018,Brazil vs Costa Rica,,Brazil,Neymar,90,5.1,49.4,,goal,assisted,left-foot,true
