tournament_year,matchup,round_name,team,player,time_minute,player_x,player_y,xg,shot_type,situation,body_part,is_goal
2018,South Korea vs Germany,,Germany,Leon Goretzka,48,7.7,52.4,,save,assisted,head,false
2018,South Korea vs Germany,,Germany,Mesut Özil,45,14,70.3,,block,regular,left-foot,false
2018,South Korea vs Germany,,Germany,Sami Khedira,14,13.4,49.6,,save,corner,head,false
2018,South Korea vs Germany,,South Korea,Son Heung-min,45,19.9,71.1,,miss,assisted,right-foot,false
2018,South Korea vs Germany,,South Korea,Son Heung-min,63,22.8,45.7,,miss,assisted,right-foot,false
2018,South Korea vs Germany,,Germany,Marco Reus,83,20,71.1,,miss,assisted,right-foot,false
2018,South Korea vs Germany,,Germany,Mario Gómez,68,8.8,52.4,,save,assisted,head,false
2018,South Korea vs Germany,,Germany,Toni Kroos,84,23.5,38.2,,miss,assisted,right-foot,false
2018,South Korea vs Germany,,Germany,Mats Hummels,90,6.7,49.6,,post,corner,head,false
2018,South Korea vs Germany,,South Korea,Jae-sung Lee,25,7.8,57.9,,block,assisted,head,false
2018,South Korea vs Germany,,South Korea,Jae-sung Lee,90,20.8,52.6,,block,assisted,left-foot,false
2018,South Korea vs Germany,,Germany,Marco Reus,6,9,25.2,,miss,assisted,right-foot,false
2018,South Korea vs Germany,,South Korea,Son Heung-min,90,3.5,39.8,,goal,fast-break,left-foot,true
2018,South Korea vs Germany,,Germany,Toni Kroos,88,19.4,51.8,,save,regular,right-foot,false
2018,South Korea vs Germany,,Germany,Marco Reus,33,21.2,51.1,,block,assisted,left-foot,false
2018,South Korea vs Germany,,Germany,Niklas Sule,16,10,66.4,,block,corner,head,false
2018,South Korea vs Germany,,Germany,Leon Goretzka,39,7.7,52.2,,miss,corner,head,false
2018,South Korea vs Germany,,South Korea,Son Heung-min,78,17.8,35.9,,miss,fast-break,right-foot,false
2018,South Korea vs Germany,,Germany,Thomas Müller,82,7.8,56.3,,miss,assisted,head,false
2018,South Korea vs Germany,,Germany,Mats Hummels,39,4.6,43.5,,save,corner,right-foot,false
2018,South Korea vs Germany,,South Korea,Woo-Young Jung,46,28.7,42.4,,save,regular,right-foot,false
2018,South Korea vs Germany,,Germany,Toni Kroos,49,29.3,52.4,,miss,assisted,right-foot,false
2018,South Korea vs Germany,,South Korea,Woo-Young Jung,19,27.6,60.8,,save,free-kick,right-foot,false
2018,South Korea vs Germany,,Germany,Toni Kroos,61,13.2,38.4,,miss,assisted,left-foot,false
2018,South Korea vs Germany,,Germany,Sami Khedira,54,26.5,66,,block,regular,right-foot,false
2018,South Korea vs Mexico,,Mexico,Andrés Guardado,58,15,43.9,,save,regular,left-foot,false
2018,South Korea vs Mexico,,South Korea,Sung-Yueng Ki,74,29.8,61,,block,assisted,right-foot,false
2018,South Korea vs Mexico,,Mexico,Miguel Layún,28,15,54.4,,save,assisted,right-foot,false
2018,South Korea vs Mexico,,South Korea,Son Heung-min,22,20.8,62.5,,block,regular,left-foot,false
2018,South Korea vs Mexico,,South Korea,Son Heung-min,31,27.3,50.7,,miss,free-kick,right-foot,false
2018,South Korea vs Mexico,,Mexico,Carlos Vela,26,11.5,50,,goal,penalty,left-foot,true
2018,South Korea vs Mexico,,South Korea,Hwang Hee-chan,70,19.8,46.8,,save,corner,right-foot,false
2018,South Korea vs Mexico,,Mexico,Hector Herrera,90,23.8,59.4,,miss,set-piece,right-foot,false
2018,South Korea vs Mexico,,South Korea,Jae-sung Lee,82,27.9,57.5,,block,assisted,left-foot,false
2018,South Korea vs Mexico,,Mexico,Hirving Lozano,43,11.1,31,,miss,assisted,right-foot,false
2018,South Korea vs Mexico,,Mexico,Hirving Lozano,50,21.2,35.2,,miss,assisted,right-foot,false
2018,South Korea vs Mexico,,Mexico,Andrés Guardado,58,24.6,55.4,,miss,assisted,right-foot,false
2018,South Korea vs Mexico,,Mexico,Carlos Vela,62,19.6,74.4,,miss,fast-break,left-foot,false
2018,South Korea vs Mexico,,South Korea,Son Heung-min,39,2.3,36.5,,save,assisted,right-foot,false
2018,South Korea vs Mexico,,South Korea,Son Heung-min,22,11.1,66,,block,fast-break,left-foot,false
2018,South Korea vs Mexico,,Mexico,Javier Hernández,52,26.8,59.8,,miss,assisted,right-foot,false
2018,South Korea vs Mexico,,South Korea,Moon Seon-min,45,22.6,65.3,,block,assisted,left-foot,false
2018,South Korea vs Mexico,,South Korea,Son Heung-min,90,22.4,67.9,,goal,assisted,left-foot,true
2018,South Korea vs Mexico,,South Korea,Son Heung-min,45,21.1,41.2,,block,assisted,left-foot,false
2018,South Korea vs Mexico,,South Korea,Jae-sung Lee,53,16.2,86.5,,save,corner,left-foot,false
2018,South Korea vs Mexico,,South Korea,Jae-sung Lee,62,14.7,47.6,,block,assisted,left-foot,false
2018,South Korea vs Mexico,,Mexico,Javier Hernández,66,9.5,38.8,,goal,fast-break,right-foot,true
2018,South Korea vs Mexico,,Mexico,Hirving Lozano,60,19.1,49.9,,block,fast-break,left-foot,false
2018,South Korea vs Mexico,,South Korea,Sung-Yueng Ki,56,18.5,16.9,,save,regular,right-foot,false
2018,South Korea vs Mexico,,South Korea,Sung-Yueng Ki,23,10.8,54.6,,save,corner,head,false
2018,South Korea vs Mexico,,South Korea,Son Heung-min,88,26.9,50.5,,miss,assisted,right-foot,false
2018,South Korea vs Mexico,,South Korea,Moon Seon-min,52,10.9,58.4,,block,assisted,right-foot,false
2018,South Korea vs Mexico,,South Korea,Son Heung-min,22,10.1,62.9,,block,fast-break,right-foot,false
2018,South Korea vs Mexico,,Mexico,Carlos Salcedo,17,10.7,56.9,,save,corner,head,false
2018,South Korea vs Mexico,,Mexico,Javier Hernández,12,14.1,57.3,,miss,set-piece,head,false
2018,Spain vs Morocco,,Spain,Andrés Iniesta,24,17.8,43.9,,block,assisted,right-foot,false
2018,Spain vs Morocco,,Spain,Sergio Ramos,78,27.3,37,,miss,assisted,right-foot,false
2018,Spain vs Morocco,,Morocco,Hakim Ziyech,43,24.1,36.9,,miss,assisted,left-foot,false
2018,Spain vs Morocco,,Spain,Thiago Alcântara,59,11.9,63.4,,miss,assisted,left-foot,false
2018,Spain vs Morocco,,Spain,David Silva,67,10.3,65.1,,save,assisted,left-foot,false
2018,Spain vs Morocco,,Morocco,Hakim Ziyech,80,8.8,59.6,,block,assisted,left-foot,false
2018,Spain vs Morocco,,Spain,Iago Aspas,85,8.8,51.2,,miss,set-piece,head,false
2018,Spain vs Morocco,,Spain,Gerard Piqué,56,28.5,71.3,,miss,assisted,right-foot,false
2018,Spain vs Morocco,,Spain,Diego Costa,27,12.5,40.6,,miss,assisted,left-foot,false
2018,Spain vs Morocco,,Spain,Iago Aspas,90,3.6,54.8,,goal,corner,right-foot,true
2018,Spain vs Morocco,,Spain,Rodrigo,86,7.8,51.5,,miss,set-piece,other,false
2018,Spain vs Morocco,,Morocco,Nordin Amrabat,55,21.9,73.4,,post,assisted,right-foot,false
2018,Spain vs Morocco,,Morocco,Khalid Boutaïb,14,13.5,54.6,,goal,regular,left-foot,true
2018,Spain vs Morocco,,Spain,Gerard Piqué,24,6.6,54.6,,save,corner,head,false
2018,Spain vs Morocco,,Spain,Sergio Busquets,37,8,49.1,,miss,corner,head,false
2018,Spain vs Morocco,,Spain,Gerard Piqué,63,9,50.3,,miss,corner,head,false
2018,Spain vs Morocco,,Spain,Isco,62,6.5,45,,save,assisted,head,false
2018,Spain vs Morocco,,Spain,Marco Asensio,87,7,41,,miss,assisted,head,false
2018,Spain vs Morocco,,Morocco,Youssef En-Nesyri,81,9.1,49.9,,goal,corner,head,true
2018,Spain vs Morocco,,Spain,Thiago Alcântara,69,18.4,37.3,,miss,assisted,right-foot,false
2018,Spain vs Morocco,,Spain,Isco,19,6.7,45.8,,goal,assisted,right-foot,true
2018,Spain vs Morocco,,Morocco,Khalid Boutaïb,25,4.6,45.2,,save,throw-in-set-piece,left-foot,false
2018,Spain vs Morocco,,Spain,Andrés Iniesta,18,22.4,29.3,,miss,assisted,left-foot,false
2018,Spain vs Morocco,,Spain,Diego Costa,45,3,44.3,,miss,regular,right-foot,false
2018,Spain vs Russia,Round of 16,Spain,Sergey Ignashevich,11,3.6,45.2,,goal,set-piece,right-foot,false
2018,Spain vs Russia,Round of 16,Spain,Rodrigo,109,19.1,51.1,,miss,assisted,left-foot,false
2018,Spain vs Russia,Round of 16,Russia,Artem Dzyuba,40,8.1,42.5,,block,corner,head,false
2018,Spain vs Russia,Round of 16,Russia,Denis Cheryshev,90,8.3,46.6,,miss,assisted,head,false
2018,Spain vs Russia,Round of 16,Spain,Dani Carvajal,109,12.5,48,,block,regular,left-foot,false
2018,Spain vs Russia,Round of 16,Russia,Fedor Smolov,90,14.4,27.7,,miss,assisted,right-foot,false
2018,Spain vs Russia,Round of 16,Spain,Gerard Piqué,89,8.8,46.4,,block,corner,head,false
2018,Spain vs Russia,Round of 16,Russia,Fedor Smolov,122,11.5,50,,goal,shootout,right-foot,true
2018,Spain vs Russia,Round of 16,Spain,Rodrigo,109,5.6,66.2,,save,assisted,right-foot,false
2018,Spain vs Russia,Round of 16,Spain,Iago Aspas,126,11.5,50,,save,shootout,left-foot,false
2018,Spain vs Russia,Round of 16,Spain,Sergio Ramos,125,11.5,49.9,,goal,shootout,right-foot,true
2018,Spain vs Russia,Round of 16,Spain,Koke,97,31.5,49.9,,miss,assisted,right-foot,false
2018,Spain vs Russia,Round of 16,Spain,Marco Asensio,100,24.4,42.3,,save,assisted,left-foot,false
2018,Spain vs Russia,Round of 16,Spain,Sergio Ramos,90,9,53.6,,miss,corner,head,false
2018,Spain vs Russia,Round of 16,Spain,Sergio Ramos,114,5,52.6,,miss,set-piece,right-foot,false
2018,Spain vs Russia,Round of 16,Russia,Roman Zobnin,14,22.6,66.6,,miss,assisted,right-foot,false
2018,Spain vs Russia,Round of 16,Spain,Isco,45,20.1,30.3,,block,assisted,right-foot,false
2018,Spain vs Russia,Round of 16,Spain,Koke,124,11.5,50,,save,shootout,right-foot,false
2018,Spain vs Russia,Round of 16,Spain,Sergio Busquets,53,22.5,47,,miss,regular,left-foot,false
2018,Spain vs Russia,Round of 16,Spain,Diego Costa,45,8.4,53.2,,save,assisted,head,false
2018,Spain vs Russia,Round of 16,Spain,Andrés Iniesta,107,18.5,38.2,,block,assisted,left-foot,false
2018,Spain vs Russia,Round of 16,Spain,Gerard Piqué,112,12.1,73.3,,block,set-piece,left-foot,false
2018,Spain vs Russia,Round of 16,Spain,Diego Costa,45,3.6,63.3,,save,assisted,right-foot,false
2018,Spain vs Russia,Round of 16,Russia,Artem Dzyuba,41,11.5,50,,goal,penalty,right-foot,true
2018,Spain vs Russia,Round of 16,Spain,Rodrigo,120,20.1,39.6,,save,assisted,left-foot,false
2018,Spain vs Russia,Round of 16,Russia,Yury Zhirkov,5,26.5,28.5,,block,corner,left-foot,false
2018,Spain vs Russia,Round of 16,Russia,Aleksandr Golovin,124,11.5,49.9,,goal,shootout,right-foot,true
2018,Spain vs Russia,Round of 16,Spain,Jordi Alba,93,26.2,31.6,,block,assisted,left-foot,false
2018,Spain vs Russia,Round of 16,Spain,Diego Costa,51,10.8,45.2,,miss,set-piece,head,false
2018,Spain vs Russia,Round of 16,Spain,Iago Aspas,85,4.8,32.5,,save,regular,left-foot,false
2018,Spain vs Russia,Round of 16,Spain,Iago Aspas,102,13.5,29.3,,block,fast-break,left-foot,false
2018,Spain vs Russia,Round of 16,Spain,Andrés Iniesta,121,11.6,49.9,,goal,shootout,right-foot,true
2018,Spain vs Russia,Round of 16,Russia,Denis Cheryshev,126,11.5,49.9,,goal,shootout,left-foot,true
2018,Spain vs Russia,Round of 16,Spain,Jordi Alba,47,10.5,43.3,,save,assisted,other,false
2018,Spain vs Russia,Round of 16,Spain,David Silva,60,11.4,55.5,,miss,assisted,head,false
2018,Spain vs Russia,Round of 16,Russia,Aleksandr Golovin,36,15.2,38.2,,miss,assisted,right-foot,false
2018,Spain vs Russia,Round of 16,Spain,Andrés Iniesta,85,18.8,43.7,,save,assisted,right-foot,false
2018,Spain vs Russia,Round of 16,Spain,Gerard Piqué,122,11.4,49.9,,goal,shootout,right-foot,true
2018,Spain vs Russia,Round of 16,Russia,Sergey Ignashevich,123,11.5,49.9,,goal,shootout,right-foot,true
2018,Spain vs Russia,Round of 16,Spain,Gerard Piqué,105,12,52,,save,set-piece,head,false
2018,Sweden vs England,Quarterfinals,England,Jesse Lingard,57,23.6,28.6,,block,assisted,right-foot,false
2018,Sweden vs England,Quarterfinals,England,Jesse Lingard,41,2.8,39.8,,block,regular,right-foot,false
2018,Sweden vs England,Quarterfinals,England,Jordan Henderson,35,26.3,71.1,,miss,assisted,right-foot,false
2018,Sweden vs England,Quarterfinals,Sweden,Ludwig Augustinsson,90,21.3,62.7,,miss,free-kick,left-foot,false
2018,Sweden vs England,Quarterfinals,England,Jesse Lingard,58,22.6,58.7,,block,assisted,right-foot,false
2018,Sweden vs England,Quarterfinals,Sweden,Marcus Berg,71,10.7,53,,save,assisted,left-foot,false
2018,Sweden vs England,Quarterfinals,England,Dele Alli,59,4,42.5,,goal,assisted,head,true
2018,Sweden vs England,Quarterfinals,England,Raheem Sterling,54,4.2,41.6,,miss,set-piece,right-foot,false
2018,Sweden vs England,Quarterfinals,Sweden,Viktor Claesson,62,7.4,44.5,,block,regular,left-foot,false
2018,Sweden vs England,Quarterfinals,Sweden,Marcus Berg,47,8.3,56.3,,save,assisted,head,false
2018,Sweden vs England,Quarterfinals,Sweden,Viktor Claesson,62,14,48.2,,save,assisted,right-foot,false
2018,Sweden vs England,Quarterfinals,England,Harry Kane,19,22.5,57.9,,miss,assisted,right-foot,false
2018,Sweden vs England,Quarterfinals,England,Harry Maguire,30,10.4,52.2,,goal,corner,head,true
2018,Sweden vs England,Quarterfinals,Sweden,Viktor Claesson,12,28.1,53,,miss,regular,right-foot,false
2018,Sweden vs England,Quarterfinals,England,Jesse Lingard,82,20.5,52.6,,block,assisted,left-foot,false
2018,Sweden vs England,Quarterfinals,England,Harry Maguire,66,8.1,34.5,,miss,corner,left-foot,false
2018,Sweden vs England,Quarterfinals,England,Raheem Sterling,45,8.7,61,,block,regular,right-foot,false
2018,Sweden vs England,Quarterfinals,England,Dele Alli,68,16.9,36.7,,block,regular,left-foot,false
2018,Sweden vs South Korea,,Sweden,Andreas Granqvist,29,9.1,46.4,,block,corner,head,false
2018,Sweden vs South Korea,,Sweden,Sebastian Larsson,69,30.1,61.6,,miss,assisted,right-foot,false
2018,Sweden vs South Korea,,Sweden,Marcus Berg,43,2.1,37.3,,miss,assisted,right-foot,false
2018,Sweden vs South Korea,,South Korea,Jae-sung Lee,37,14.4,69.7,,block,fast-break,left-foot,false
2018,Sweden vs South Korea,,Sweden,Emil Forsberg,39,25.4,27.9,,block,assisted,right-foot,false
2018,Sweden vs South Korea,,Sweden,Emil Forsberg,49,19.2,46.6,,miss,assisted,right-foot,false
2018,Sweden vs South Korea,,Sweden,Ola Toivonen,56,10,39,,save,set-piece,head,false
2018,Sweden vs South Korea,,South Korea,Min-woo Kim,57,22.2,28.5,,block,assisted,right-foot,false
2018,Sweden vs South Korea,,Sweden,Marcus Berg,21,8,47,,save,assisted,left-foot,false
2018,Sweden vs South Korea,,Sweden,Emil Forsberg,69,21.9,41.7,,block,assisted,right-foot,false
2018,Sweden vs South Korea,,South Korea,Hwang Hee-chan,90,8,49.1,,miss,assisted,head,false
2018,Sweden vs South Korea,,Sweden,Viktor Claesson,71,18.9,59.2,,miss,regular,right-foot,false
2018,Sweden vs South Korea,,Sweden,Pontus Jansson,21,9.8,51.8,,miss,corner,head,false
2018,Sweden vs South Korea,,South Korea,Koo Ja-Cheol,52,11.4,37.3,,miss,assisted,head,false
2018,Sweden vs South Korea,,South Korea,Seung-Woo Lee,82,19.4,70.5,,block,assisted,left-foot,false
2018,Sweden vs South Korea,,Sweden,Marcus Berg,29,8,43.3,,block,corner,left-foot,false
2018,Sweden vs South Korea,,Sweden,Andreas Granqvist,65,11.6,49.9,,goal,penalty,right-foot,true
2018,Sweden vs South Korea,,Sweden,Viktor Claesson,45,8.8,46.6,,block,assisted,head,false
2018,Sweden vs South Korea,,Sweden,Andreas Granqvist,44,15.5,36.7,,save,corner,right-foot,false
2018,Sweden vs South Korea,,Sweden,Emil Forsberg,44,23.1,35.5,,block,corner,right-foot,false
2018,Sweden vs Switzerland,Round of 16,Sweden,Ola Toivonen,90,18.4,47.6,,save,free-kick,right-foot,false
2018,Sweden vs Switzerland,Round of 16,Switzerland,Granit Xhaka,34,30.9,57.9,,miss,assisted,left-foot,false
2018,Sweden vs Switzerland,Round of 16,Switzerland,Michael Lang,79,8.1,68,,block,regular,right-foot,false
2018,Sweden vs Switzerland,Round of 16,Sweden,Marcus Berg,9,15.5,52.2,,block,assisted,right-foot,false
2018,Sweden vs Switzerland,Round of 16,Sweden,Emil Forsberg,66,18.2,49,,goal,assisted,right-foot,true
2018,Sweden vs Switzerland,Round of 16,Switzerland,Ricardo Rodríguez,53,23.8,37.5,,block,corner,right-foot,false
2018,Sweden vs Switzerland,Round of 16,Sweden,Marcus Berg,8,9.4,68.8,,miss,assisted,right-foot,false
2018,Sweden vs Switzerland,Round of 16,Switzerland,Xherdan Shaqiri,78,23.3,67.9,,block,corner,left-foot,false
2018,Sweden vs Switzerland,Round of 16,Switzerland,Josip Drmić,86,19,47,,block,assisted,left-foot,false
2018,Sweden vs Switzerland,Round of 16,Sweden,Marcus Berg,28,11.2,59.1,,save,assisted,left-foot,false
2018,Sweden vs Switzerland,Round of 16,Switzerland,Xherdan Shaqiri,71,15,67.8,,block,set-piece,left-foot,false
2018,Sweden vs Switzerland,Round of 16,Switzerland,Haris Seferović,90,7.7,41.7,,save,assisted,head,false
2018,Sweden vs Switzerland,Round of 16,Sweden,Albin Ekdal,41,8.2,46.9,,miss,assisted,right-foot,false
2018,Sweden vs Switzerland,Round of 16,Switzerland,Granit Xhaka,72,29.8,47.8,,block,corner,left-foot,false
2018,Sweden vs Switzerland,Round of 16,Sweden,Ola Toivonen,49,13.1,56.1,,miss,assisted,left-foot,false
2018,Sweden vs Switzerland,Round of 16,Sweden,Albin Ekdal,69,24.8,53.8,,miss,assisted,right-foot,false
2018,Sweden vs Switzerland,Round of 16,Sweden,Mikael Lustig,14,24.9,69,,miss,regular,right-foot,false
2018,Sweden vs Switzerland,Round of 16,Switzerland,Steven Zuber,24,9.7,56.5,,miss,assisted,head,false
2018,Sweden vs Switzerland,Round of 16,Sweden,Emil Forsberg,40,25.1,69.3,,block,free-kick,right-foot,false
2018,Sweden vs Switzerland,Round of 16,Switzerland,Blerim Džemaili,38,14.1,38.8,,miss,assisted,right-foot,false
2018,Sweden vs Switzerland,Round of 16,Switzerland,Ricardo Rodríguez,86,21.8,43.7,,block,corner,right-foot,false
2018,Sweden vs Switzerland,Round of 16,Switzerland,Ricardo Rodríguez,69,24.4,26.6,,save,regular,right-foot,false
2018,Sweden vs Switzerland,Round of 16,Switzerland,Xherdan Shaqiri,36,22,68.7,,block,corner,left-foot,false
2018,Sweden vs Switzerland,Round of 16,Switzerland,Breel Embolo,79,6.7,46.6,,block,corner,head,false
2018,Sweden vs Switzerland,Round of 16,Sweden,Albin Ekdal,9,19,50.4,,miss,regular,right-foot,false
2018,Sweden vs Switzerland,Round of 16,Switzerland,Johan Djourou,79,8,42.7,,block,assisted,head,false
2018,Sweden vs Switzerland,Round of 16,Switzerland,Steven Zuber,7,15,24.6,,save,assisted,right-foot,false
2018,Sweden vs Switzerland,Round of 16,Sweden,Emil Forsberg,64,16,17.6,,block,free-kick,right-foot,false
2018,Sweden vs Switzerland,Round of 16,Switzerland,Xherdan Shaqiri,1,31,74.5,,miss,assisted,left-foot,false
2018,Sweden vs Switzerland,Round of 16,Switzerland,Ricardo Rodríguez,32,28.1,15.9,,save,free-kick,left-foot,false
2018,Switzerland vs Costa Rica,,Costa Rica,Bryan Ruiz,90,11.5,50,,post,penalty,left-foot,false
2018,Switzerland vs Costa Rica,,Costa Rica,Cristian Gamboa,6,20.5,62.7,,save,regular,left-foot,false
2018,Switzerland vs Costa Rica,,Costa Rica,Celso Borges,64,29.5,33,,miss,assisted,right-foot,false
2018,Switzerland vs Costa Rica,,Costa Rica,Daniel Colindres,10,15.5,24.6,,post,regular,right-foot,false
2018,Switzerland vs Costa Rica,,Switzerland,Josip Drmić,78,9.3,54.8,,post,assisted,head,false
2018,Switzerland vs Costa Rica,,Switzerland,Stephan Lichtsteiner,39,26.9,68.6,,block,assisted,left-foot,false
2018,Switzerland vs Costa Rica,,Costa Rica,Yann Sommer,90,2,51.5,,goal,set-piece,head,false
2018,Switzerland vs Costa Rica,,Costa Rica,Joel Campbell,48,12,43.3,,miss,corner,left-foot,false
2018,Switzerland vs Costa Rica,,Switzerland,Breel Embolo,52,1.6,67.8,,save,assisted,right-foot,false
2018,Switzerland vs Costa Rica,,Costa Rica,David Guzmán,54,21.6,32.4,,block,regular,right-foot,false
2018,Switzerland vs Costa Rica,,Costa Rica,Bryan Oviedo,54,11.7,31.4,,miss,assisted,left-foot,false
2018,Switzerland vs Costa Rica,,Switzerland,Breel Embolo,52,10.3,53.6,,miss,corner,head,false
2018,Switzerland vs Costa Rica,,Costa Rica,Bryan Oviedo,19,14.4,20.7,,save,assisted,left-foot,false
2018,Switzerland vs Costa Rica,,Costa Rica,Celso Borges,6,9.4,50.7,,save,assisted,head,false
2018,Switzerland vs Costa Rica,,Costa Rica,Joel Campbell,6,20.9,68.6,,save,regular,left-foot,false
2018,Switzerland vs Costa Rica,,Switzerland,Ricardo Rodríguez,49,25.5,27.4,,miss,assisted,left-foot,false
2018,Switzerland vs Costa Rica,,Costa Rica,Celso Borges,79,14.8,71.5,,save,assisted,right-foot,false
2018,Switzerland vs Costa Rica,,Switzerland,Blerim Džemaili,33,15.2,53.2,,block,assisted,right-foot,false
2018,Switzerland vs Costa Rica,,Switzerland,Blerim Džemaili,31,6.8,51.8,,goal,assisted,right-foot,true
2018,Switzerland vs Costa Rica,,Costa Rica,Daniel Colindres,24,10.3,34.2,,block,assisted,right-foot,false
2018,Switzerland vs Costa Rica,,Costa Rica,Daniel Colindres,7,21.2,38.8,,miss,assisted,left-foot,false
2018,Switzerland vs Costa Rica,,Switzerland,Josip Drmić,88,12.8,43.3,,goal,assisted,right-foot,true
2018,Switzerland vs Costa Rica,,Costa Rica,Kendall Waston,56,7.6,50.6,,goal,corner,head,true
2018,Switzerland vs Costa Rica,,Switzerland,Josip Drmić,71,25.5,42.5,,block,assisted,left-foot,false
2018,Switzerland vs Costa Rica,,Switzerland,Mario Gavranović,17,23.6,45,,miss,regular,right-foot,false
2018,Switzerland vs Costa Rica,,Switzerland,Mario Gavranović,4,9.7,59.6,,block,assisted,right-foot,false
2018,Switzerland vs Costa Rica,,Switzerland,Mario Gavranović,13,11.8,42.5,,miss,assisted,head,false
2018,Switzerland vs Costa Rica,,Switzerland,Valon Behrami,45,28.2,49.3,,miss,corner,left-foot,false
2018,Tunisia vs England,,Tunisia,Ferjani Sassi,35,11.5,50,,goal,penalty,right-foot,true
2018,Tunisia vs England,,England,Jesse Lingard,44,9.3,67,,post,assisted,right-foot,false
2018,Tunisia vs England,,England,Jesse Lingard,3,8,47.6,,save,assisted,right-foot,false
2018,Tunisia vs England,,England,Harry Kane,11,2.7,55.5,,goal,corner,right-foot,true
2018,Tunisia vs England,,England,John Stones,39,7.8,46.4,,miss,set-piece,left-foot,false
2018,Tunisia vs England,,England,Harry Kane,10,22.5,44.3,,block,assisted,right-foot,false
2018,Tunisia vs England,,England,Kieran Trippier,69,25.7,39.2,,miss,free-kick,right-foot,false
2018,Tunisia vs England,,England,Harry Kane,90,2.4,42.3,,goal,corner,head,true
2018,Tunisia vs England,,England,Harry Maguire,31,9.4,72.3,,save,set-piece,head,false
2018,Tunisia vs England,,England,Jesse Lingard,43,13.4,50.3,,block,set-piece,left-foot,false
2018,Tunisia vs England,,England,Dele Alli,51,8.7,50.1,,save,corner,head,false
2018,Tunisia vs England,,Tunisia,Wahbi Khazri,72,13.6,74.7,,block,assisted,right-foot,false
2018,Tunisia vs England,,England,Harry Maguire,3,12.1,51.3,,miss,corner,head,false
2018,Tunisia vs England,,England,Harry Maguire,90,9.1,51.5,,miss,corner,other,false
2018,Tunisia vs England,,Tunisia,Fakhreddine Ben Youssef,28,12.1,44.5,,miss,assisted,head,false
2018,Tunisia vs England,,Tunisia,Ferjani Sassi,27,22.2,53.2,,block,assisted,right-foot,false
2018,Tunisia vs England,,England,Jesse Lingard,24,3.7,61.2,,miss,assisted,right-foot,false
2018,Tunisia vs England,,England,Ashley Young,79,22.8,45.4,,miss,free-kick,right-foot,false
2018,Tunisia vs England,,Tunisia,Naïm Sliti,23,26.5,27.4,,miss,assisted,right-foot,false
2018,Tunisia vs England,,Tunisia,Naïm Sliti,72,26.5,51.1,,miss,assisted,left-foot,false
2018,Tunisia vs England,,England,Dele Alli,39,2.7,59,,save,set-piece,head,false
2018,Tunisia vs England,,England,John Stones,11,9.7,53,,save,corner,head,false
2018,Tunisia vs England,,England,Jordan Henderson,18,25.9,50.1,,save,regular,right-foot,false
2018,Tunisia vs England,,England,John Stones,61,13.4,50.1,,miss,corner,head,false
2018,Uruguay vs France,Quarterfinals,France,Lucas Hernández,7,25.4,25.6,,miss,assisted,left-foot,false
2018,Uruguay vs France,Quarterfinals,France,Corentin Tolisso,73,21.6,39.8,,miss,assisted,right-foot,false
2018,Uruguay vs France,Quarterfinals,Uruguay,Rodrigo Bentancur,56,18.8,67.2,,miss,regular,left-foot,false
2018,Uruguay vs France,Quarterfinals,Uruguay,Cristian Rodríguez,64,20.2,41.9,,miss,corner,left-foot,false
2018,Uruguay vs France,Quarterfinals,Uruguay,Diego Godín,44,2.4,44.2,,miss,set-piece,left-foot,false
2018,Uruguay vs France,Quarterfinals,Uruguay,Martín Cáceres,44,12.2,50.9,,save,set-piece,head,false
2018,Uruguay vs France,Quarterfinals,France,Paul Pogba,19,29.9,48.5,,miss,assisted,right-foot,false
2018,Uruguay vs France,Quarterfinals,France,Raphaël Varane,11,12.8,57,,miss,set-piece,head,false
2018,Uruguay vs France,Quarterfinals,France,Olivier Giroud,76,18.8,66.4,,miss,regular,left-foot,false
2018,Uruguay vs France,Quarterfinals,Uruguay,Matias Vecino,36,11.7,68,,save,assisted,right-foot,false
2018,Uruguay vs France,Quarterfinals,France,Antoine Griezmann,89,27,60.2,,miss,free-kick,left-foot,false
2018,Uruguay vs France,Quarterfinals,Uruguay,Martín Cáceres,59,14.2,75.6,,miss,regular,right-foot,false
2018,Uruguay vs France,Quarterfinals,Uruguay,José María Giménez,14,10.5,38.8,,save,corner,head,false
2018,Uruguay vs France,Quarterfinals,Uruguay,Cristhian Stuani,5,6.7,73.2,,miss,assisted,right-foot,false
2018,Uruguay vs France,Quarterfinals,France,N'Golo Kanté,12,24.8,49.7,,block,regular,right-foot,false
2018,Uruguay vs France,Quarterfinals,France,Antoine Griezmann,61,23.2,29.9,,goal,assisted,left-foot,true
2018,Uruguay vs France,Quarterfinals,Uruguay,Cristian Rodríguez,64,24.5,39,,block,corner,left-foot,false
2018,Uruguay vs France,Quarterfinals,Uruguay,Martín Cáceres,31,51.7,92.7,,miss,assisted,right-foot,false
2018,Uruguay vs France,Quarterfinals,France,Kylian Mbappé,15,6.8,54.2,,miss,assisted,head,false
2018,Uruguay vs France,Quarterfinals,France,Raphaël Varane,40,11.8,52.2,,goal,set-piece,head,true
2018,Uruguay vs France,Quarterfinals,Uruguay,Nahitan Nández,42,25.9,35.7,,save,corner,left-foot,false
2018,Uruguay vs France,Quarterfinals,France,Benjamin Pavard,53,26.5,66.8,,miss,corner,right-foot,false
